name,manufacturer,url,short_description,description,passive,portable,wearing_position,open_source,sdk_api,raw_data_access,minimum_cost_gbp,maximum_cost_gbp,availability,clinical_validation,medical_approval,self_administer,compatibility
Amplifon ,Amplifon ,https://www.amplifon.com/uk/online-hearing-test,Online hearing test ,"Amplifon is a website which has a free online hearing test. The hearing test involves a series of conversations which are all set in busy locations with a lot of background noise. From these conversations the participant is required to recall details and answer specific questions based on this information. There are 6 separate conversations all generated in a random order. Even though they appear in a random order the content of the conversations remain the same and the questions are also the same. This means that people can learn the answers and perform better on the test than they should. When the test has been completed an email of your score is sent to you. The email only includes a score and a link to a guide which explains signs about hearing loss. Due to the limited test questions and answers this test wouldn’t be appropriate in tracking changes in hearing over time. This test is also not clinically validated. Overall, this test is not currently appropriate for use in early detection of dementia.",Active,static,Non-wearable,FALSE,FALSE,FALSE,0,0,1,,0,0.5,
Phonak ,Phonak ,https://www.phonak.com/uk/en/online-hearing-test.html,Online hearing test ,"Phonak is a website which has a free online hearing test. This test is a mix of
listening to noises and answering questions about experiences with noise. The
listening section of the test analyses how good an individual’s hearing is at
processing different pitches. The test presents a low then medium then high
pitched noise and requires the participant to adjust the volume using displayed
buttons until they can just barely hear the sound. After this section it asks
the following questions:

· Do you have problems understanding
conversations one to one?

· In conversations do people seem to mumble.

· Do you have problems hearing high pitched
sounds like birds singing?

· Do you have trouble hearing people in noisy
environments?

To these questions the responses are, always, often, sometimes, rarely and never. This test isn’t meant to replace a hearing test;
however, it does give some insight into the condition of a person’s hearing.
The issue with this test is that it doesn’t have any clinical validation, the
results are qualitative and there isn’t a way to track hearing in a simple way,
instead the patient would have to keep note of all the results manually.
Although this test is free and easy to administer within the home there are
limitations which could prevent it from potentially being used in early
detection of dementia.

",Active,static,Non-wearable,FALSE,FALSE,FALSE,0,0,1,,,0.5,
Sonde Health Research Tool,Sonde,https://www.sondehealth.com/about/,app,Sonde is developing a tool which monitors speech to predict several psychological conditions including dementia and AD; but also PTSD (which they claim to predict with 77% accuracy); postpartum depression and others.,,,Non-wearable,FALSE,FALSE,FALSE,0,0,0.5,0,0,0.5,0.5
HeartCheck Palm,CardioComm Solutions Inc.,https://www.theheartcheck.com/index.html,portable handheld ECG,"Handheld clinical 1 or 2 lead ECG. User holds device between both palms, may be more suitable for individuals with restricted mobility or tremors than finger placement devices. It shares data to a mobile app using Bluetooth.",Active,portable,Non-wearable,FALSE,FALSE,FALSE,79.15,79.15,1,0.5,1,1,
Dexteria,BinaryLabs Inc,http://www.dexteria.net/,app,"Dexteria is an app aimed at people who want to improve their fine motor skills. It includes several activities which include writing, pinching and tapping. Although not used to identify problems this app does automatically produce a performance report that can be emailed to the patient which could highlight issues. This app can be used at home which may make it more desirable than needing to go to a doctor’s office. It isn’t passive so might not be as highly rated by patients who might not want to engage in active tests at home. This application has been clinically validated in improving fine motor control (Short et al., 2017), however, this could lead to inaccurate recordings from some with cognitive impairment as they may perform better on these tasks the more, they complete them. The link between cognitive impairment and the applications function would need to be investigated before its use in early detection of dementia.",Active,portable,Non-wearable,FALSE,FALSE,FALSE,5.99,5.99,1,0,0,0.5,1
HeartCheck Pen,CardioComm Solutions Inc.,https://www.theheartcheck.com/index.html,portable handheld ECG,"Developed by CardioComm Solutions Inc., the heart check pen is a handheld clinical ECG device which is portable. The ECG is taken via dual finger placement on electrode plates with data being displayed on the device screen. The device also allows ECG measurements to be obtained from the chest. The recording time for the heartcheck Pen is approximately half a minute and comes at a cost of £207.08 with Bluetooth capability and a measuring accuracy of 30 - 100bpm: ± 2bpm 101 - 240bpm: ± 4bpm.",Active,portable,Non-wearable,FALSE,FALSE,FALSE,207.08,207.08,1,0.5,1,1,
D-Heart,D-Heart Srl,https://www.d-heartcare.com/,portable chest ECG,"An eight-lead traditional ECG designed to be portable for doctors to administer outside the clinic, particularly in developing countries, or for patients to administer to themselves. It requires the user to take a photograph of themselves in the app each time. Coloured points corresponding to the colour coded electrodes are presented over the picture, so the user knows where to place them. The ~200g device is placed above the heart and the lanyard adjusted for the user and electrodes on cables can be pulled out of the centre and placed as instructed. After the ECG wires are easily packaged away. Data can be shared with medical professionals remotely from the app.",Active,static,Chest,FALSE,FALSE,FALSE,402.39,402.39,1,0.5,1,1,1
Kinect,Microsoft/Intel,https://developer.microsoft.com/en-us/windows/kinect,static motion sensor software,"Kinect hardware (used to be manufactured by Microsoft) has found a use-case in gait sensing for both sports and healthcare with the healthcare focusing on injury prevention
 Kinect is being replaced with RealSense which has similar/better functionality however has not been used for a gait analysis use case as yet",Active,static,Non-wearable,TRUE,FALSE,TRUE,450,450,0.5,0,0,0,0.5
GAITRite,EMS Physio Ltd,https://www.emsphysio.co.uk/product/gaitrite-platinum/ ,static motion sensor,"A gait analysis platform which inclues sensing mat, wire connections, camera and software to sllow measurement and analysis of subject's gait along a 16 feet mat",Active,static,Non-wearable,FALSE,FALSE,TRUE,"23,895","23,895",0.5,0.5,1,0,
KUDUwave ,KUDUwave ,https://www.kuduwave.com/,Portable audiometers ,"KUDUwave are a company which have designed a range of portable audiometers. This portable audiometry set includes a pair of specialised headphones which connect to a laptop and perform a hearing test. The technology behind these headphones means that the test can be performed without need for a specialised sound booth as its design limits background noise to gold standard levels. The performance of this hearing test requires another individual to be present. This additional individual must undergo minimal training in how to use the device however the test is automatic. The tester must observe the software to make sure abnormalities don’t occur and that ambient noise doesn’t get too loud, but they aren’t needed for the completion of the actual test. Once the test is completed a report is generated which gives all the information required about the persons hearing and can be given to a clinician. Even though this piece of technology is expensive it can be reused. The device comes with replaceable ear buds and there is an inbuilt calibrator meaning each test is accurate for each patient. This device could be used within the GPs office for multiple patients and only requires a one-time payment. Training is also provided for free and provides certification. The difference in the plus from the prime is that it comes with a bone conduction attachment. The pro differs in that it can test up to 16kHz whereas the others have a maximum of 8kHz. 16kHz is the optimal level to test for very early signs of possible hearing damage, suggesting that this may be the best for early dementia detection.",Active,portable,Non-wearable,FALSE,FALSE,TRUE,3600,5300,,,1,0,
EPOC +,EMOTIV,https://www.emotiv.com/epoc-flex/,EEG,"14 channel EEG using saline soaked felt electrodes and so limiting the discomfort of the wearer. It also has pre-positioned electrodes as it comes as a frame which slips over the head, limiting time spent in set up.",Active,static,Head,FALSE,FALSE,TRUE,656.19,656.19,1,0.5,0,0.5,
EPOC FLEX,EMOTIV,https://neurosteer.com/a-homepage-section/,EEG,"Up to 32 channel EEG cap available with Ag/AgCl gel sensors or saline-felt sensors. Sensors are adjustable for different measurement requirements, caps come in different sizes. The cap transmits data wirelessly at 128Hz to a portable receiver which can be fixed to the back of the headset.",Active,static,Head,FALSE,FALSE,TRUE,1395.32,1395.32,1,0.5,0,0.5,
Dev Kit,CGX (Cognionics),https://www.cognionics.net/copy-of-dev-kit,EEG, dry EEG headband with 8 channels. addaptable to fit research needs,Active,static,Head,FALSE,FALSE,TRUE,4106.3,4106.3,1,0.5,0,0.5,
g.Nautilus-Research,g.tec,http://www.gtec.at/Products/Hardware-and-Accessories/g.Nautilus-Specs-Features,EEG,wet or dry 8 - 64 channel eeg,Active,static,Head,FALSE,FALSE,TRUE,4126.34,4126.34,1,0.5,0,0.5,
DSI 7 ,Wearable Sensing,https://wearablesensing.com/products/dsi-7-wireless-dry-eeg-headset/,EEG,"Dry electrode ambulatory EEG. 7 sensors, 16 bits, 7 channels, 300Hz sampling rate.",Active,static,Head,FALSE,FALSE,TRUE,"5,744.71","5,744.71",1,0.5,0,0.5,
Quick-8,CGX (Cognionics),https://www.cognionics.net/quick-8,EEG,dry 8 channel EEG,Active,static,Head,FALSE,FALSE,TRUE,5338.19,"11,990.40",1,0.5,0,0.5,
Quick-20,CGX (Cognionics),https://www.cognionics.net/quick-20,EEG,dry 20 channel EEG,Active,static,Head,FALSE,FALSE,TRUE,5338.19,"11,990.40",1,0.5,0,0.5,
DSI 24 ,Wearable Sensing,https://wearablesensing.com/products/neusenw-wet-eeg-system/,EEG,"Dry electrode ambulatory EEG. 21 sensors, 16 bits, 24 channels, 300 or 600Hz sampling rate. Hot-swappable Li-ion batteries allow continuous operation.",Active,static,Head,FALSE,FALSE,TRUE,"16,421.09","16,421.09",1,0.5,0,0.5,
Quick-30,CGX (Cognionics),https://www.cognionics.net/quick-30,EEG,dry 30 channel EEG,Active,static,Head,FALSE,FALSE,TRUE,"18,067.72","18,067.72",1,0.5,0,0.5,
MOBILE-64,CGX (Cognionics),https://www.cognionics.net/mobile-128,EEG,wet 64 channel ECG cap ,Active,static,Head,FALSE,FALSE,TRUE,31207.88,31207.88,1,0.5,0,0.5,
MOBILE-128,CGX (Cognionics),https://www.cognionics.net/mobile-128,EEG,wet 128 channel ECG cap ,Active,static,Head,FALSE,FALSE,TRUE,"41,063","41,063",1,0.5,0,0.5,
WIWE,WIWE,https://mywiwe.com/en,portable handheld ECG,Handheld ECG very like Kardia and CardiBeat which takes ECG recording via finger placement,Active,portable,Non-wearable,FALSE,FALSE,FALSE,259,259,1,0,0,1,1
OSCANN desk 100,Aura Robotics,https://aurarobotix.com/,"eye tracking desktop scanner, AD diagnostic programme",AI to assist the physician in diagnosing dementia and other diseases. Uses a non-invasive headset which monitors ocular movement which is combined with an AI into which additional clinical information can be input to assist with the diagnosis. They aim to cut diagnosis time. Data can also be optionally shared with AURA’s database to improve diagnostics and identify biomarkers from a research perspective.,Active,static,Non-wearable,FALSE,FALSE,TRUE,"22,372.50","22,372.50",0,0.5,1,0,
Beyond verbal ,Beyond Verbal ,https://beyondverbal.com/,App,"Beyond verbal is a company which have designed a software capable to analyse emotions and identify vocal biomarkers for disease. The cost of this technology is based on a subscription basis, adjusted according to the amount of speech needed to analyse. However, this software is not yet available to purchase by the public, but has been used in many studies, specifically to uncover vocal biomarkers. The data output from this software is displayed in a JSON object. This report includes information about temper, valence and arousal of the individual tested. Temper is measured on a scale of 0-100, high scores relating to emotions such as anger and hostility and low scores being linked to depressive emotions. When predicting risk of dementia this data could be conflicting when looking at mood. It is shown that anxiety and irritability/agitation are common in dementia patients and those at higher risk. This mean the temper measurement could be high or low. Investigation into what temperament profile these patients would have would need to be done for this to be used in early detection. The ability for this technology to identify vocal biomarkers could also be useful for early detection. This software has already to be used to identify vocal markers for cardiovascular disease and so if focused on dementia may be able to identify markers for risk factors of dementia development.",Active,portable,Non-wearable,FALSE,FALSE,TRUE,46.81,240.47,0,,,0.5,
HeartCheck CardiBeat,CardioComm Solutions Inc.,https://www.theheartcheck.com/index.html,portable handheld ECG,The HeartCheck Cardibeat is another ECG monitoring device which is developed by Cardiocomm Solutions Inc. The HeartCheck Cardibeat uses handheld clinical 1 or 2 lead ECG. The user places two thumbs on the two front panels and fingers on the back panel. This device is very similar to the KardiaMobile. It is approved by both FDA and Health Canada with a cost of £103.34 and recording time of half a minute to five minutes. The HeartCheck Cardibeat can connect with the GEMS mobile phone app via Bluetooth 4.0 to allow transfer of ECG data. The HeartCheck Cardibeat has functionality to allow medical-grade ECG recordings to be taken and the mobile has storage space for five minutes’ worth of ECG data. Any related notes/symptoms/patient activity information can add to the app and sent to review by a clinician.,Active,static,Non-wearable,FALSE,FALSE,FALSE,103.34,103.34,1,0.5,1,1,
GaitAnalysisPro,"YTA, K.K.",https://apps.apple.com/gb/app/gaitanalysispro/id915232074,ios app,,Active,static,Full body,FALSE,FALSE,TRUE,13.99,13.99,0.5,0,0,0.5,
S+,ResMed,https://splus.resmed.com/,Bedside monitor,Bedside sensor,Passive,static,Non-wearable,FALSE,FALSE,FALSE,47.79,47.79,0,0,0,1,
OU Brainwave,The Open University ,http://www.open.ac.uk/courses/choose/brainwave,App,,,,Non-wearable,FALSE,FALSE,FALSE,0,0,0,0,,0,
PhysiRun Live,GaitUP,https://shop.gaitup.com/index.php?id_category=12&controller=category,Wireless motion tracker,2 Physiolog5 sensors + 1 year software lincense+ 1 tablet,Active,static,Lower body,FALSE,FALSE,TRUE,1500,1500,1,,,0,
PhysiGait Live,GaitUP,https://shop.gaitup.com/index.php?id_category=12&controller=category,Wireless motion tracker,"GaitUP SA are based in Switzerland and are developing both software
and hardware for gait analysis for a range of use-cases. While their product
has not been used for dementia, they have had use cases for the
detection and management of other diseases. They have a product called
PhysiGait Lab (with a price point of EUR 7,500) for lab-based studies alongside a routine
assessment product called PhysiGait Live (with a
price point of EUR 3,200).  

Both products include 2 sensors, a smart watch
in the lab version while a tablet in the routine assessment
version, dedicated analysis
software and accessories to allow attachment of sensors to lower body. The
information is provided in a mobile app format providing
both text and visual results comparing with averages. Overall, their products
offer 26 different gait metrics to be measured, while there needs further work
to assess how many of these are relevant for dementia, the easy access to a
range of parameters is a strong candidate for early detection tools. 

",Active,static,Lower body,FALSE,FALSE,TRUE,3000,3000,1,,0,0,
PhysiGait Lab,GaitUP,https://shop.gaitup.com/index.php?id_category=12&controller=category,Wireless motion tracker,2 Physiolog5 sensors + 1 unlimited softare license + 1 smart watch,Active,static,Lower body,FALSE,FALSE,TRUE,7000,7000,1,,,0,
PhysiRun Lab,GaitUP,https://shop.gaitup.com/index.php?id_category=12&controller=category,Wireless motion tracker,2 Physiolog5 sensors + 1 unlimited desktop software license + 1 smart watch,Active,static,Lower body,FALSE,FALSE,TRUE,7000,7000,1,,,0,
Multistimulator OG001,Bughart GmbH,https://www.burghart-mt.de/files/content/Medizintechnik/Dokumente_Medizintechnik/Englisch/OG001_Data%20sheet_E.pdf,fMRI multistimulator,The OG001 multistimulator was created for fMRI epxeriments with a focus on simple and flexible design. It is modular in nature and can have the testors changed as per requirements. There are 2 odarant modules with a 3rd taste module which provides liquids via tube. Allowed liquids are those with viscosity simliar to water,Active,static,Non-wearable,FALSE,FALSE,FALSE,,,0,0,0,0,
Multistimulator OG001,Bughart GmbH,https://www.burghart-mt.de/files/content/Medizintechnik/Dokumente_Medizintechnik/Englisch/OG001_Data%20sheet_E.pdf,Clincial gustatory test,The OG001 multistimulator was created for fMRI epxeriments with a focus on simple and flexible design. It is modular in nature and can have the testors changed as per requirements. There are 2 odarant modules with a 3rd taste module which provides liquids via tube. Allowed liquids are those with viscosity simliar to water,Active,static,Non-wearable,FALSE,FALSE,FALSE,,,0,0,0,0,
HearTest,HearX,https://www.hearxgroup.com/,Mobile audiometer ,"HearTest, developed by hearX group is a smartphone hearing test device. This device is made up of two elements, heardware and software. The hardware includes a mobile device and a pair of validated headphones. The software is bought separately and is the part which contains the test. This device is clinically validated and can detect early signs of hearing loss through pure tone audiometry. It is unknown whether the software can be used on devices other than te hardware sold by hearX, however as a package they are validated to perform accurate hearing tests (Bornman, 2018). The pricing for the hardware is a one-time payment, and the software is an annual subscription. The minimum subscription is approximately £77 ($96) for 360 annual screenings, this increases to approximately £231 ($288) for 1800 annual screenings. Overall, this test is accurate in detecting for early signs of hearing loss so may be a good technology for early detection of dementia, however, this relationship would have to be investigated.",Active,portable,Non-wearable,FALSE,FALSE,TRUE,970,2100,,,,0,
EyesDecide, xLabs Pty Ltd ,https://www.eyesdecide.com/docs/,webcam eye tracker,,Active,static,Non-wearable,FALSE,FALSE,TRUE,39.72,242.39,0.5,0,0,0.5,
Four Mountains Test,UCL; University of York,http://fourmountains.org.uk/index.php,app,"The four mountains test (4MT) uses the principle that dementia
patients have deterioration in the hippocampus and entorhinal cortex
leading to the loss of cells involved in navigational ability. This extends to
their capacity to visualise scenes from different points of view. The four
mountains test is a bedside test which tests the patients’ ability to
recognise different pictures of computer-generated mountains from
different points of view, and in different light conditions.  

There is evidence that it can predict the progression of MCI to dementia (Chan et al., 2016) but further testing
is required to confirm its ability to predict dementia type and pre-clinical
dementia. The
price reflects the publisher’s desire to keep the test novel when presented to
patients so that learned responses cannot be given if the test is publicly
available. For this reason, also the test is designed for presentation by a
clinician and not for self-assessment.

",Active,portable,Non-wearable,FALSE,FALSE,FALSE,48.99,48.99,0.5,0.5,0,0,0.5
GP3 HD Eye Tracker,Gazepoint,https://www.gazept.com/product/gp3hd/,portable static eye tracker,"Gazepoint target neuromarketing, corporate R&D, and medical diagnostics. The GP3 HD eye tracker can be mounted on a laptop or the base of a computer monitor to analyse gaze.",Active,static,Non-wearable,FALSE,FALSE,TRUE,81.4,8149.35,0.5,,0,0.5,
Tobii Pro X3-120,Tobii,https://www.tobiipro.com/product-listing/tobii-pro-x3-120/,portable static eye tracker,"Eye tracking device designed for attachment to a desktop computer or TV monitor, laptop, or tablet. Uses and EyeChip eye tracking.",Active,static,Non-wearable,FALSE,FALSE,TRUE,977.72,977.72,0.5,,0,0.5,
VIVE Pro Eye with Tobii Eye Tracking,HTC/Tobii,https://vr.tobii.com/products/htc-vive-pro-eye/,eye movement tracking glasses,"The Vive Pro Eye with eye tracking uses the virtual reality headset developed by HTC along with eye tracking software for an enhanced user experience and data collection. Tobii Pro Lab and Tobii XR SDK allow for the customisation and development of new VR experiences and data collection. The device has a cost of £1,299.",Active,static,Face,FALSE,FALSE,TRUE,"1,299","1,299",0.5,,0,0.5,
Tobii Pro Nano,Tobii,https://www.tobiipro.com/product-listing/nano/,portable static eye tracker,"Eye tracking device designed for attachment to a tablet or laptop, specifically designed for gaze fixation studies.",Active,static,Non-wearable,FALSE,FALSE,TRUE,814.66,"8,140.35",0.5,,0,0.5,
Tobii Pro Spectrum,Tobii,https://www.tobiipro.com/product-listing/tobii-pro-spectrum/,portable static eye tracker,"Eye tracking device fitted to the base of a computer screen; this screen can be removed to monitor reactions to other stimuli e.g. another person on the opposite side of the desk. 3D eye models maintain accuracy, 2 cameras track eye movement. It also has built in speakers for additional audio stimuli.",Active,static,Non-wearable,FALSE,FALSE,TRUE,"8,140.35","8,140.35",0.5,,0,0.5,
Eye Link 1000 Plus,SR Research,https://www.sr-research.com/products/eyelink-1000-plus/,portable static eye tracker,"Research device adaptable for human or primate research for eye tracking. It can be mounted on desktops from multiple angles or used in an MRI scanner. Available with software for experimental design, data interpretation. Also compatible with E-Prime, Presentation, MATLAB and Psychtoolbox, python, C and C# to allow for additional adjustments for experiments.",Active,static,Non-wearable,FALSE,FALSE,TRUE,8140.35,8140.35,0.5,,0,0.5,
Aurora,Smart Eye,https://smarteye.se/research-instruments/aurora/,portable static eye tracker,Portable eye tracking device designed for research,Active,static,Non-wearable,FALSE,FALSE,TRUE,8140.35,8140.35,0.5,,0,0.5,
Smart Eye Pro,Smart Eye,https://smarteye.se/smart-eye-pro-new-features-and-demo/,portable static eye tracker,"Camera designed for eye tracking, originally developed for use in automotive industry, now available for research",Active,static,Non-wearable,FALSE,FALSE,TRUE,8140.35,8140.35,0.5,,0,0.5,
NeuroTrack,NeuroTrack Technologies Inc,https://www.neurotrack.com/,eye movement tracker on desktop,"The Neurotrack software is developed by NeuroTrack Technologies Inc who are based in California. Since its founding, the company has secured a large variety of support and funding for its software. The NeuroTrack Imprint™ Memory Assessment functioning by the establishment of a base line using eye-tracking on desktop computer. This is recorded as the patients are displayed images on the computer screen. On top of, the device continues to track and measure the user’s eye movement over time and based on this information recommends lifestyle changes and adjustments. It also suggests new routines and games to improve their ‘memory’ score.",Active,static,Non-wearable,FALSE,FALSE,FALSE,80.67,80.67,0.5,0.5,0,0.5,
Home hearing test ,Etymotic,https://www.etymotic.com/home-hearing-test.html,Hearing test ,"This home hearing test, developed by Etymotic, can test hearing without having to see an audiologist. The testing kit come with a set of earbuds which connect to a laptop of computer which records the test. This technology can indicate if there might be a hearing problem and advise the participant to seek further testing. These recommendations are present on an audiogram produced during testing. The overall results from this test can be saved and printed and so can easily be shown to a professional. Etymotic have confirmed that the difference between the Home Hearing Test and one conducted by a licensed audiologist is less than 2dB for 500, 1000, 2000 and 4000Hz. There is a slightly larger difference when comparing 8000Hz, however this is not clinically significant. This technology may be able to identify early signs of hearing loss seen in dementia; however, this would have to be specifically tested for.",Active,static,Non-wearable,FALSE,FALSE,FALSE,119,119,1,,,0,
ECS-K2 GSM Elderly Monitoring and Notification System,Easy Link,https://easylinkuk.co.uk/GSM-Elderly-Monitoring-and-Notification-System,home activity sensing kit,"ECS-K2 GSM elderly monitoring notification system is a sensor-based technology which can track the user around their house. The development of this technology was aimed at use by carers wanting to keep track of their patients when they aren’t present. The sensor allows the carer to see if the patient is eating and drinking appropriately, what rooms they are spending time in, and when they are leaving the house. The ability to assess the number of times a person leaves the house can be related to the levels of social activity the patient is engaging in. It has been linked that people wanting to avoid social interaction leave the house less. This device has not been clinically validated and may need to be used on cohorts independent of a carer. This would assess its capabilities to be self-administered and its accuracy to detect changes in social activity which could be indicative of an increased risk of dementia development.",Passive,static,Non-wearable,FALSE,FALSE,FALSE,130,130,1,,,0,
ARC Angel,ARC Angel,https://arc-angel.co.uk/shop/,home activity sensing kit,activity sensing package for the home,Passive,static,Non-wearable,FALSE,FALSE,FALSE,779,779,1,,,0,
Just Checking,Just Checking,https://justchecking.co.uk/family,home activity sensing kit,activity sensing package for the home,Passive,static,Non-wearable,FALSE,FALSE,FALSE,5400,5400,1,,,0,
Gustometer GU002,Bughart GmbH,https://www.burghart-mt.de/files/content/Medizintechnik/Dokumente_Medizintechnik/Englisch/GU002_Data%20sheet_E.pdf,Clincial gustatory test,The GU002 sold by Bughart GmbH is able to reporducible taste stimuli on the tongue. The GU002 allows 5 liquids to be mixed/diluted. ,Active,static,Non-wearable,FALSE,FALSE,FALSE,,,0,0,0,0,
Screening 12 Test with taste strips,Bughart GmbH,https://www.burghart-mt.de/files/content/Medizintechnik/Dokumente_Medizintechnik/Englisch/EN_Product%20Catalogue%20Sniffin%20Sticks%20Rev2.pdf,Clinical olfactory test using strips,"The Screening12 test is designed to generally assess whether the subject has reduced olfactory sense. This test has been developed for general practitioners or ENT specialists by Bughart Messtechnik GmbH in Germany. The equipment includes 12 odour pens which are offered to the subjects. The odour pens also come with taste strips where the four basic taste qualities (sweet, sour, salty and bitter) can be tested. The taste strips are placed in the middle of the tongue and are asked to indicate which taste quality is perceived by pointing to the four qualities printed as multiple-choice cards.",Active,static,Non-wearable,FALSE,FALSE,FALSE,201.34,201.34,0,0,0,0,
Screening 12 Test with taste strips,Bughart GmbH,https://www.burghart-mt.de/files/content/Medizintechnik/Dokumente_Medizintechnik/Englisch/EN_Product%20Catalogue%20Sniffin%20Sticks%20Rev2.pdf,Clincial gustatory test,"Taste srips are a validated procedure to assess gustatory function. While testing full mouth tasting ability, the taste strips are applied by placing on mouth.",Active,static,Non-wearable,FALSE,FALSE,FALSE,278,278,0.5,0,0,0,
Study Watch,Verily,https://blog.verily.com/2017/04/introducing-verily-study-watch.html,Smartwatch,,Passive,portable,,FALSE,FALSE,TRUE,Unspecified,Unspecified,0.5,0.5,1,1,
Gaitsmart System,Gaitsmart,https://www.gaitsmart.com/the-gaitsmart-solution/,Wireless motion tracker,Gaitsmart is a UK based company developing software which allows gait analysis on individuals in a clinical/research environment. The ‘Gaitsmart system’ uses 6 Inertial measurement unit (IMU) sensors which are attached to the subject using strips over the clothing and do not inhibit normal movement. The Gaitsmart system does not require specific positioning and the measurement duration is 10 minutes. The gait measurement is performed over 5-15 strides. The software then provides a report which includes comparison against healthy gait profiles.,Active,static,Full body,FALSE,FALSE,TRUE,requested,requested,1,0.5,1,0,
MTi 500-series,Xsens,https://www.xsens.com/products/,Wireless motion tracker,"Xsens Technologies are a company based in the Netherlands who have developed a range of inertial measurement units allowing wireless motion tracking. These have been used for a range of applications with multiple use-cases related to gait analysis including for example a study comparing anatomical joint angles during stair climbing and comparison with optical tracking measurements. The MTw Awinda Research bundle which is one of their offerings includes six wireless motion trackers, a recording and docking station, receiving dongle, a full body strap set, software development kit and a suitcase to allow storage and transport.",Active,static,Full body,FALSE,FALSE,TRUE,requested,requested,1,0.5,0,0,
MTi 1-series,Xsens,https://www.xsens.com/products/,Wireless motion tracker,Industrial grade inertial measurement units which have had previous use cases for gait analysis,Active,static,Full body,FALSE,FALSE,TRUE,requested,requested,1,0.5,0,0,
MTi 100-series,Xsens,https://www.xsens.com/products/,Wireless motion tracker,Industrial grade inertial measurement units which have had previous use cases for gait analysis,Active,static,Full body,FALSE,FALSE,TRUE,requested,requested,1,0.5,0,0,
MTw Awinda,Xsens,https://www.xsens.com/products/,Wireless motion tracker,Industrial grade inertial measurement units which have had previous use cases for gait analysis,Active,static,Full body,FALSE,FALSE,TRUE,requested,requested,1,0.5,0,0,
CANTAB connect research ,Cambridge cognition ,https://www.cambridgecognition.com/home,Cognitive test software ,"CANTAB connect research is a device developed by Cambridge cognition. This technology is based around CNTAB software but is designed specifically for researchers. The CANTAB software consists of several tests which evaluate different aspects of cognitive function. CANTAB connect research utilises these tests with the full battery containing 17 tests. These tests are administered on a compatible iPad and come in 46 languages. The test themselves are fully automatic with instructions built in so intervention of clinicians is not required. This device also has an additional feature, web-based testing. This means people can complete the tests at home on their own computer or iPad. This device has been clinical validated being published in over 2,300 peer reviewed papers and cited in over 100,000 high impact publications. Overall, this technology has a lot of depth and accuracy when analysing cognition, a simple data link to researchers and can be self-administered. If this device was openly available within health care, it would be very promising for early detection of dementia.",Active,static,Non-wearable,FALSE,FALSE,TRUE,"*CANTAB connect research pricing is based on the number of assessments purchased and how many tests are included. For the full access to all the tests the pricing starts off at £24 per assessment for 50 assessments. There is no maximum, however for example if 1000 assessments were purchased the price per assessment would decrease to £15. There is also the option to only purchase between 1-8 tests. This makes the price per assessment for 50 assessments £14.77 and £9.23 when buying 1000 assessments. ",,,,,***CANTAB connect research has the ability to be accessed through the web. This means that the tests are available to send via email to the participants of the study meaning they dont need to attend the GP ,
CANTAB mobile ,Cambridge cognition ,https://www.cambridgecognition.com/home,Cognitive test application ,"Cambridge cognition have developed this device specifically for integration into healthcare. It is an iPad-based battery test which takes approximately 10 minutes to complete and is designed for adults aged 50+. The technology is CE-marked, FDA-cleared and TGA approved as a medical device. The use of this device has been linked to identifying early signs of memory problems specified as potential risk factors of AD. Unlike the CANTAB connect research this device cannot perform web-based testing. It is limited to one tablet and so must be completed by the physician who purchase the software. However, this device is portable, so clinicians do have the ability to perform the test within the patient’s home, but they need to be present.",Active,static,Non-wearable,FALSE,FALSE,TRUE,**CANTAB mobile pricing is based on the length of time you require the license. To purchase the software for 1 month it would cost £84. Like CANTAB connect research it doesnt have a maximum however an example of a longer time would be 2 years for £2000. This license gives you unlimited assessments for that time period ,,0.5,0.5,1,0,